track,artist,year,songHotness,artistFamiliarity,artistHotness,tempo,loudness,timeSignature,timeSignatureConfidence,key,keyConfidence,mode,modeConfidence,meanSegmentTimbre_1,meanSegmentTimbre_2,meanSegmentTimbre_3,meanSegmentTimbre_4,meanSegmentTimbre_5,meanSegmentTimbre_6,meanSegmentTimbre_7,meanSegmentTimbre_8,meanSegmentTimbre_9,meanSegmentTimbre_10,meanSegmentTimbre_11,meanSegmentTimbre_12,mood
Overdrive,Foo Fighters,2002,0.68731164,0.839275393,0.550762085,157.739,-2.512,4,0.224,2,0.886,1,0.678,53.55215087,44.25511215,29.20288385,-0.075214953,-12.26040587,-22.91901869,6.011659546,-5.197911883,0.719186916,-2.06647263,-0.834052069,-3.055105474,excited
Pants_ Meet Shit,Daughters,2003,0.554793212,0.676869597,0.384133614,80.992,-4.271,1,0,9,0.275,1,0.364,50.91740385,57.81730128,32.46926923,-3.063198718,-25.92077564,-14.45334615,4.315352564,5.292647436,-0.793724359,1.375301282,-4.107916667,-7.718371795,angry
Parasitic Twins,The Dillinger Escape Plan,2010,0.672836061,0.839962768,0.541888972,120.085,-6.991,4,0,8,0.001,0,0.063,45.81078434,19.06413864,-8.514223363,-11.93515661,-1.138603338,-21.15597433,-9.135997433,-10.94465982,6.650896021,-2.158776637,1.507379974,7.91401027,calm
Pick Me Up On Your Way Down,Martina McBride,2005,0.38293509,0.614870934,0.628246419,131.074,-6.94,4,0.009,0,0.899,1,0.724,46.59387478,-0.282968254,16.43746032,-1.305502646,-13.00338801,2.390731922,-3.198425044,-2.762014109,3.326040564,2.336114638,-1.364,0.457208113,happy
Play,Jennifer Lopez,2001,0.804749694,0.877119424,0.560912657,104.796,-1.81,4,1,6,0.334,0,0.357,49.09255803,28.75910956,1.620202414,23.26568988,-6.859703807,-3.920259981,-9.006220056,1.254143918,7.527835655,8.194869081,-0.987113278,2.083280409,excited
Play That Beat,X-ecutioners,2001,NaN,0.619260605,0.416935872,76.166,-5.716,5,0.807,10,0.09,0,0.499,43.40081655,32.91664868,-41.14060911,42.03373981,-17.97364868,13.25960252,-8.529723022,1.440278177,-0.194064748,17.95253058,1.434755396,-2.524702038,excited
Pocket Full Of Stars,Diesel Boy,2001,0.299877488,0.567814264,0.376688631,181.748,-3.478,1,0,2,0.508,1,0.563,52.84517391,51.46058893,26.71649209,-4.321290514,-28.01499802,-20.45425494,-6.990901186,-4.192110672,10.3442253,8.183800395,1.2911917,3.709922925,excited
Point And Shoot (Demo),Pepper,2007,NaN,0.765141418,0.471493227,165.171,-7.762,4,0,9,0.563,1,0.327,44.96776269,0.68265011,7.366493377,-5.060139073,-22.48706623,-14.29040949,-19.18145254,-0.755772627,-2.110715232,-1.591557395,1.483915011,0.757822296,calm
Pon De Floor,Major Lazer / Vybz Kartel / Afrojack,2009,NaN,0.699858127,0.52225191,84.525,-7.098,3,1,9,0.234,0,0.266,46.73125271,12.31605295,22.80212274,9.575347774,7.507261131,-2.537299639,-2.278169675,14.03730325,-5.019040915,4.659263538,-1.168462094,0.294483755,excited
Pretty Girl (Amended Version),No Address,2005,0.511424326,0.507430629,0.344984811,87.106,-8.1,4,0.837,5,0.923,1,0.576,43.80323858,24.94159703,-2.024460046,-4.511805936,-24.25179795,4.960328767,3.278773973,-6.211570776,6.236630137,-1.356251142,-6.775921233,-0.452166667,calm
Price I Pay,Jane's Addiction,2003,0.601708035,0.711893841,0.535163042,138.657,-5.234,4,1,1,0.599,1,0.532,45.51386066,-41.00357143,31.02238642,-0.170567916,-11.16949063,-11.81619672,-1.428854801,-1.702526932,6.041471897,-1.016401639,-1.799413349,-8.479166276,excited
Put It Off Until Tomorrow,Mae West,2006,NaN,0.467620476,0.321713204,101.276,-16.198,7,0.634,2,0,0,0.134,33.62417399,-122.6633132,75.36591026,12.920337,3.798443223,24.14723077,-1.267450549,17.97462637,16.8090641,13.60931868,-13.59226557,12.97566117,sad
REALIZATION: REMORSE,This Is Hell,2008,0.679853999,0.677550149,0.492132221,83.335,-5.726,3,0.562,6,0,1,0,47.90585321,2.140922018,38.4755,-1.72203211,-35.32413303,-19.63794037,11.39533945,2.445188073,11.63277523,8.003178899,-4.466770642,-3.97259633,angry
RECKLESS,This Is Hell,2008,0.733956331,0.677550149,0.492132221,150.006,-5.261,4,0,8,0.184,1,0.342,50.03434015,40.77953453,40.50066496,-1.684171355,-35.29941432,-21.99441688,9.679409207,0.108478261,7.794378517,9.575769821,-3.240803069,-1.646419437,angry
Radiation Blues,Dax Riggs,2007,0.551651693,0.627917468,0.473918437,91.357,-3.778,4,0.543,11,0.025,1,0.412,52.00140909,13.42821531,58.65578947,3.631057416,-16.11369856,-14.49853828,1.247349282,0.64395933,-0.950813397,-2.114899522,-1.001389952,-6.322674641,excited
Rattlesnake!,A Static Lullaby,2008,0.590252715,0.758678715,0.557562472,202.233,-5.537,4,0.078,2,0.819,1,0.645,49.88668926,35.54382481,15.40780307,-9.067757033,-10.74454604,-30.51936957,1.625200767,1.215011509,9.905295396,7.367254476,-0.226153453,-6.086047315,angry
Razor,Foo Fighters,2005,NaN,0.839275393,0.550762085,126.986,-16.372,1,0,2,0.726,1,0.781,34.58343562,-54.58700361,-50.27744164,-23.08151143,14.87786041,-3.226239471,-21.30431047,3.077311673,7.371993983,5.910036101,1.254022864,2.191712395,calm
Realizer,The Crystal Method,2004,0.634538104,0.740796632,0.555741673,130.006,-6.642,4,0,10,0.058,0,0.454,43.10349564,-66.65259001,-16.33813561,29.78732514,8.576961142,-16.12336241,33.86072641,-8.741008723,-14.42434893,-5.439791435,5.49365345,8.232429818,happy
Red (Main Version),Motograter,2003,0.77057886,0.632319641,0.394252715,143.932,-4.83,4,0.98,5,0.858,1,0.563,48.95651564,42.22846683,-20.04255695,-10.35017397,-41.6141239,-20.06462203,4.387693367,-6.196022528,9.929116395,5.576677096,0.468001252,2.233479349,angry
Red Gun,The Forms,2007,0.44082644,0.576568766,0.412528052,108.888,-9.098,5,1,3,0.067,0,0.475,43.08519528,-60.63685622,-16.5240794,-10.45636695,-14.73626824,4.442203863,1.675935622,-5.150190987,2.827036481,-5.570130901,-4.277446352,-1.708770386,calm
Red Orange Yellow,Photo Atlas,2007,0.666532379,0.59454079,0.348615302,168.248,-5.991,4,0.905,9,0.548,1,0.411,49.68813812,53.77989503,29.45565562,-6.98738674,-29.24280479,-17.46196133,13.98096685,12.76170718,-4.875546961,10.80518048,-4.518828729,3.956605893,angry
Refuge,Matisyahu,2004,NaN,0.830592506,0.639798164,72.884,-8.702,4,0.068,4,0.313,0,0.393,44.47774043,-8.555762151,10.27677456,3.654152017,-3.719071355,-7.717565667,3.572115822,-2.721457084,8.604481903,3.700046536,-3.996371251,-5.115976215,calm
Revelations,Jesse Malin and The St. Marks Social,2007,0.47212112,0.75504135,0.458592025,126.105,-4.852,4,0.689,9,0.585,1,0.537,50.89766248,15.85845055,41.89517739,-1.180838305,8.667202512,-23.5149168,-1.553962323,-5.716171115,5.125282575,-2.32366248,4.583527473,1.428711146,calm
Ricky Ticky Toc,Eminem,2004,0.661061378,0.871010614,0.804830428,86.007,-5.92,4,1,0,0.76,1,0.649,44.18674386,18.21187581,-9.722516171,2.871117723,-17.15201294,19.10784994,-7.322062096,14.66955369,-4.395326003,3.271514877,-6.014188875,-1.953313066,sad
Right Now,Korn,2003,NaN,0.829135422,0.528709934,210.691,-6.738,4,1,9,0.768,0,0.471,48.7563724,69.34279377,8.542071217,-8.775897626,-20.65459347,-22.61633531,14.99862611,-2.849869436,17.41345994,7.477244807,-1.471722552,11.37018694,angry
Ripped Pants,Spongebob Squarepants,2005,0.615614234,0.622999463,0.458935571,122.887,-8.892,4,0.973,9,0.673,0,0.542,44.41913636,46.06825455,-3.512059091,-19.07977273,-8.021772727,7.8634,8.690495455,6.117781818,5.065827273,-1.63415,-10.42210909,13.99516818,sad
River Is Waiting,Irma Thomas,2008,NaN,0.623823768,0.441106359,103.206,-5.762,4,0.423,3,0.49,1,0.564,48.70540351,-25.68975574,24.48465722,-1.315955466,-10.34335223,-8.932037787,-5.09934413,-8.146267206,5.601067476,1.622887989,-1.090136302,-0.189921727,calm
Rock Co.Kane Flow,De La Soul / MF Doom,2004,0.598947039,0.745625188,0.513065655,86.813,-3.684,4,0,10,0.534,0,0.534,47.26378345,6.032744828,19.12950069,2.786628966,-15.86574759,11.39033655,-6.940515862,4.617013793,6.896747586,-1.798782069,-3.717386207,-8.449471724,calm
Rollin' and Tumblin',R.L. Burnside,2001,NaN,0.701180874,0.466628889,107.601,-10.426,1,0,0,0.326,0,0.306,40.22506804,-22.80597818,-54.8978896,-0.639089859,-13.39305006,19.26513736,-17.55482285,-12.95620539,14.64713222,5.629023107,0.188273427,15.60467908,happy
Round and Round,Otis Taylor,2001,0.592333567,0.590792957,0.394884438,217.289,-6.028,1,0,4,0.805,1,0.666,47.96826233,122.2750335,87.83520316,34.40043393,64.8978284,12.59759566,-11.27458777,9.7225286,-1.700504931,-0.88825641,5.450094675,14.54780868,happy
Safety Net (Album Version),Moros Eros,2007,0.473346541,0.605538219,0.307540085,90.291,-5.879,1,1,2,0.144,0,0.168,50.10353464,43.18089458,-3.656674699,-13.08781175,-25.03957229,-14.78602711,-12.58258133,5.537743976,10.21005572,9.984045181,-2.595537651,-1.028222892,excited
Saturday Love,Alexander O'Neal,2008,0.741621754,0.609123875,0.46236784,117.949,-8.326,4,1,9,0,1,0.339,44.2408097,-18.08960914,14.0194375,-6.713972015,15.86699067,-10.10128451,-19.39246082,-9.546785448,-6.472008396,-4.535113806,-1.673934701,-7.465664179,calm
Say Something [featuring Jean Grae] (Album Version),Talib Kweli,2007,0.606816327,0.772794404,0.551016443,190.008,-6.434,4,0.865,10,0.627,0,0.55,44.32463403,8.627054183,0.228264259,7.353136882,-13.00928327,4.157610266,-5.678926806,0.234422053,3.956539924,7.459554183,-4.057478137,-10.05847624,angry
Say What!?!,Chris Standring,2003,0.511424326,0.564710159,0.415937641,140.044,-9.041,4,0.445,0,0.673,1,0.593,41.12820829,-39.21464127,-27.09634908,20.96790646,-10.23669238,-2.268852459,0.585834137,5.150197686,-8.514663452,7.402497589,3.126313404,6.563280617,happy
Schitzo,brokeNCYDE,2008,NaN,0.716284296,0.43413714,113.361,-4.656,5,0.459,4,0.665,0,0.606,49.49264986,76.72288049,54.0851578,26.03723996,18.8799253,-12.45256583,33.53305135,2.775468721,-9.810567694,6.108306256,-4.989973856,2.703673203,angry
School Spirit Skit 2,Kanye West,2003,NaN,0.877213746,1.082502557,201.792,-13.928,5,0.255,8,0.127,1,0.243,35.58909091,29.43835407,-28.54304785,-9.981004785,31.78397608,46.19920574,-24.03000478,12.63952153,-11.34739713,13.27719617,-13.50770335,6.359177033,happy
Second Chances feat. Bilal & Darien Brockington,Little Brother,2010,0.67533421,0.734630318,0.495523045,100.415,-7.534,4,1,11,0.542,0,0.55,43.85478638,43.45792157,3.251027864,6.560553148,-4.111822497,4.243384933,-32.6387451,-0.424686275,4.511453044,4.684544892,-4.488132095,-3.748296182,calm
Sensory Deprivation Adventure,From Autumn To Ashes,2007,0.600471581,0.714268533,0.505453153,93.061,-5.911,4,0.581,2,0.439,0,0.536,49.62817113,60.14470928,12.95818763,-2.210105155,-30.69630309,-27.13102474,16.46604948,-2.33796701,12.09488247,10.33333814,-0.328125773,9.962909278,angry
Setting Fire to Sleeping Giants,The Dillinger Escape Plan,2004,0.666527846,0.839962768,0.541888972,166.862,-4.264,4,0,7,0.381,1,0.453,50.89835049,17.60930598,32.17199026,-1.425584145,-25.23884979,-13.98278999,-0.067895688,0.802945758,-3.579361613,0.727310153,-0.745489569,-3.314773296,angry
Shake,Cam'Ron / JR Writer,2004,0.505487343,0.858270678,0.515325301,115.139,-6.61,5,1,9,0,1,0.12,45.27695097,84.63181001,-18.81552094,5.490578141,1.047006129,-13.53925741,11.8202145,13.98441164,2.950805924,7.171518897,-1.561589377,-10.2088141,excited
She Is,The Fray,2005,NaN,0.852699664,0.661349364,144.239,-6.132,4,0,10,0.324,1,0.489,48.22940299,13.63510312,7.208774763,-4.258862958,-5.288716418,-11.56146947,-9.940545455,-13.83487381,-2.496046133,-7.138480326,-0.323272727,-0.219861601,happy
She Will Love You (Album Version),Aiden,2007,0.713217692,0.773491324,0.500459151,143.021,-5.249,4,0.637,5,0.42,1,0.47,49.8754229,19.66015725,23.39236336,-7.919909924,-31.24578321,-26.25456489,4.015126718,-0.880438168,6.090374046,2.105323664,2.511212214,-1.36810687,excited
Shogun [with fade_ for special edition],Trivium,2008,0.49271364,0.847754656,0.494206855,140.112,-4.002,4,0.976,11,0.346,0,0.582,49.70345538,43.08041184,16.69010579,-2.588079669,-33.92845102,-25.10837092,-0.870655202,-6.649386156,5.580383979,7.033222029,3.335187636,-0.862806704,angry
Short On Ideas / One Last Cigarette,Less Than Jake,2002,0.407233015,0.843322339,0.554564302,170.412,-1.977,1,0,0,0.761,1,0.544,54.45272437,120.5022859,6.877610478,-14.19377335,-9.982588838,-20.42630182,-9.263143508,9.445509112,7.534130979,12.16957745,-4.372365604,1.215504556,excited
Should've Said No,Taylor Swift,2006,NaN,0.88974922,0.872447223,167.97,-4.954,4,0.623,4,0.365,0,0.451,49.41367784,40.07613265,8.869451895,-10.51725656,-29.47182945,-12.85027405,0.602368805,-3.569734694,5.747842566,1.983008746,-1.201441691,3.461107872,happy
Side Steppin',Paul Brown,2005,0.621195684,0.510075541,0.397493835,114.017,-8.283,4,0.758,10,0.09,0,0.303,41.22499427,-5.596579128,-37.97095298,14.60082225,19.29413073,2.962401376,-5.924305046,-4.697493119,0.551568807,1.611973624,2.419524083,-2.270988532,calm
Simple Livin' (Album Version),Gym Class Heroes,2005,0.241655252,0.906619152,0.563403566,160.938,-6.244,1,0,2,0.309,0,0.341,46.37975054,27.99063978,-7.741764516,6.968039785,-47.10524946,6.94411828,5.901872043,0.604608602,-1.551033333,-2.154289247,-3.067970968,4.875221505,excited
Since The Last Time,ARRESTED DEVELOPMENT,2006,0.609043943,0.701118744,0.415441656,177.886,-6.25,4,1,1,1,1,0.788,45.03872138,-15.94714795,-15.38802268,6.217083153,-10.21106371,5.382634989,-1.208899568,1.123338013,13.60267063,-3.230319654,-5.420842333,-6.248397408,calm
Sirius Calling,Art Ensemble Of Chicago,2004,NaN,0.570704469,0.394921731,96.411,-12.326,3,0.903,4,0.053,1,0.343,43.64158503,-8.992797279,47.18661497,7.725840816,-18.97847211,-23.09038912,58.31265034,14.68121497,1.086341497,0.904340136,-3.590621769,12.29114694,excited
Sky Inferno,Goatwhore,2003,0.592445864,0.773271848,0.429689629,107.485,-5.511,1,0,10,0.106,1,0.352,51.00725038,29.53469231,19.37794721,-9.535229261,-44.00930015,-17.3503816,-11.89582353,-3.03584917,3.599049774,-1.845173454,1.597306184,7.597954751,angry
Slip Out The Back (Album Version),Fort Minor (Featuring Mr. Hahn),2005,NaN,0.795402549,0.54441459,90.009,-6.475,4,0.074,5,0.58,1,0.548,45.08345189,2.964632075,9.592426415,26.23138585,7.411659434,-10.23252642,3.999416981,-19.59441509,3.968809434,-0.027089623,4.405942453,3.207349057,sad
Sloppy Love Jingle_ Pt. 3 (Amended Album Version),Gym Class Heroes,2006,0,0.906619152,0.563403566,80.473,-13.12,3,0.579,7,0.278,0,0.186,38.35671739,-20.24872575,12.93235284,-3.328173913,9.379444816,21.18564047,-36.90636789,12.01043478,-5.513431438,8.942036789,-4.476003344,8.571956522,calm
Slowly Rising,Soul Asylum,2006,0.372530039,0.690080124,0.466775622,151.941,-5.225,4,0.863,7,0.479,1,0.49,50.13086081,55.69005541,19.52590135,-5.493643243,-35.6238973,-25.26853378,-0.622881081,2.875787838,0.182037838,3.361990541,1.330213514,-3.750966216,excited
So(u)l Invictus,Nightfall,2004,0.340922756,0.543061143,0.353364767,105.061,-4.67,4,0.596,7,0.37,0,0.43,51.95483519,65.19145657,0.774587973,-13.65603786,-28.06460356,-29.05061024,1.247694878,0.347826281,16.80967929,9.240412027,-2.5904098,9.056688196,angry
Solid Gold (Evolution Mix) (2005 Digital Remaster),VHS Or Beta,2002,0,0.67161064,0.421973968,126.984,-6.992,4,0.095,9,0.026,1,0.277,44.27859765,17.013162,-47.30282948,45.3649322,13.35170849,-4.471261064,11.12477263,0.990481527,13.97286724,5.587849777,6.263673569,-2.240360536,happy
Someday (I Will Understand),Britney Spears,2005,NaN,0.947327507,0.60725728,0,-23.555,1,0,3,0,1,0,30.72025,-8.16825,-18.47625,-12.22475,-8.8085,-2.963,-6.81925,-13.3875,5.827,9.894,23.6785,29.81825,calm
Something For The Pain,Robben Ford,2002,0.503381236,0.604820432,0.383877494,111.903,-6.311,4,1,9,0.678,0,0.494,45.44535214,-27.88147126,-1.682394984,6.764824451,-33.3827116,-0.640741902,1.74269906,-2.814548589,9.832248694,-4.921548589,0.759473354,-3.499700104,sad
Soul of Ethiopia,Oh No,2009,0.505487343,0.670642844,0.42677782,128.116,-7.1,3,1,3,0.582,1,0.471,43.96358294,47.49313033,9.618172986,-0.415227488,-24.24088626,2.760969194,-44.30501422,-8.951649289,21.94341232,6.310135071,0.422045024,9.350680095,calm
Spark,Souls Of Mischief,2002,0.60211999,0.649157388,0.469177429,96.287,-5.911,4,1,4,0.374,0,0.339,42.62041051,20.19201265,13.97296887,15.81797179,0.734549611,10.01938035,13.00261576,10.87486187,-5.983819066,4.872745136,-9.063644942,-1.787839494,excited
Spaz's House Destruction Party,Anti-Flag,2001,0.594362489,0.844039532,0.524378988,131.121,-6.547,4,0,1,0.44,1,0.468,49.21161981,36.63999063,20.6877992,-2.890212851,-48.85127711,-10.54126104,-4.635953146,3.779966533,18.22361847,12.00801473,-0.870207497,13.08763052,excited
Spider's Nest Blues,Memphis Jug Band,2005,NaN,0.506126774,0.350787891,94.853,-27.737,1,0,3,0.413,0,0.29,23.11699271,-93.12716393,-49.03955191,-47.28581603,-25.21646084,28.88027322,-46.35824772,9.370744991,-15.59391439,11.3262714,-11.73144262,5.252715847,calm
Spin (Album Version),Taking Back Sunday,2006,0.84930612,0.911599657,0.57237398,95.254,-4.164,4,0.268,11,0.456,1,0.458,51.71298363,47.35218304,54.34898512,7.70605506,-20.46300744,-29.51213095,26.84695536,4.9794375,3.301394345,10.89385268,-1.681174107,-4.868778274,angry
Spoonful,Robben Ford,2009,0.375984302,0.604820432,0.383877494,126.42,-6.626,4,0.267,2,0,1,0.147,47.83070781,-1.349157813,34.07126875,6.596194531,-16.77224922,-15.81676172,12.42296484,-5.025770313,11.41467734,4.708842969,0.018577344,-3.282798438,happy
Stairs To the Attic,The Antlers,2007,0.603024581,0.726299713,0.466946703,80.023,-8.878,4,0.484,7,0.08,1,0.42,40.36124276,25.6460731,14.88163862,-7.048946207,16.64002759,-14.97843586,7.056106207,-12.59768138,3.879946207,-7.908227586,-0.791542069,16.14238207,calm
Stampede,He Is Legend,2006,NaN,0.744873719,0.505012392,97.969,-6.808,4,0.542,7,0.517,1,0.51,47.22313194,47.94972626,10.95283231,-10.45529223,-16.8307164,-26.66699014,5.208519112,5.660585697,6.483309494,11.17031196,-3.042482121,-1.913002466,angry
Still,Foo Fighters,2005,0.686941709,0.839275393,0.521843187,110.742,-12.584,4,0.693,5,0.216,1,0.523,38.66582772,-113.1532436,-41.2925099,2.434541584,2.699765347,-10.23755644,0.771985149,-28.8467297,11.55908812,-10.37265545,1.429873267,-7.407824752,calm
Still There For Me,Keb' Mo',2006,NaN,0.632130913,0.472281211,89.966,-10.548,4,1,2,0.815,1,0.631,38.91200559,-29.17302607,-73.28489944,-18.59921415,-7.307670391,-1.795724395,-14.66709311,-12.31507263,2.930102421,-3.162273743,-1.869,4.078383613,calm
Stop The World,RIDDLIN' KIDS,2004,0.676548906,0.58907282,0.392659213,144.721,-3.044,4,0.419,6,0.363,0,0.368,52.24976259,59.74631511,13.91556978,-7.946916547,-14.3926964,-14.77078129,-18.06776835,3.303007194,0.798356835,0.12554964,0.342530935,-3.769348201,excited
Storm,The Pharcyde,2004,0.460541281,0.756063871,0.491468882,97.594,-4.163,4,0.684,2,0,1,0,46.441619,40.197373,12.263583,29.329617,-4.111293,20.51324,8.169268,14.856064,7.712246,-5.881175,-5.630505,9.064803,calm
Summer Shudder,AFI,2006,0.858630458,0.909247283,0.554938522,170.046,-4.183,4,0.794,1,0.387,1,0.444,49.90862524,40.60998835,25.89831845,-3.691258252,-28.57666408,-19.54220583,-3.646669903,4.848516505,2.956069903,4.341073786,1.564036893,4.98176699,excited
Summer Summer,The Almost,2009,0.636635971,0.829851316,0.581505803,136.147,-5.353,4,0.69,4,0.222,0,0.422,50.05619384,25.92528986,16.59158696,-7.627525362,-13.97910326,-29.69927355,8.939461957,1.854025362,-2.000023551,2.840427536,-0.827652174,-9.701981884,sad
Supertouch/shitfit (Bad Brains),Hatebreed,2009,0.575103501,0.832757431,0.546383748,175.363,-4.571,1,0.346,0,0.85,1,0.78,50.48925442,66.53733922,12.77521378,-0.707386926,-44.54875618,-19.19738339,-3.309574205,3.540632509,4.403678445,9.071485866,1.321982332,4.664508834,angry
Survivalism,Nine Inch Nails,2007,NaN,0.905776889,0.598458501,86.624,-6.787,3,1,9,0.203,0,0.516,46.63320627,2.194275025,9.416482305,-3.722164813,-19.9179363,-19.30839434,5.36786451,2.34258544,8.616431749,0.843694641,0.404128413,1.291352882,excited
Sweet To Mama,Frank Stokes,2005,NaN,0.428252654,0.351023682,149.056,-16.748,1,0,5,0.555,0,0.409,37.98148239,-13.94945176,-22.60002603,-26.54838897,38.52347473,-11.31159877,-20.34469985,18.05392802,-35.3599755,10.32059571,3.543901991,34.82507504,happy
Sweetest Goodbye,Maroon 5,2002,NaN,0.905477001,0.843380274,164.049,-6.247,4,0.662,6,0,1,0.055,47.13512245,-4.973715213,26.68391187,4.12677551,18.8976243,-7.474355288,0.109575139,-6.847149351,7.741306122,-2.776855288,0.358612245,-0.666520408,sad
Swing Swang,Naughty By Nature,2002,NaN,0.679748141,0.458595403,93.978,-3.741,4,1,10,0,0,0,45.91562155,60.78332146,18.13713357,38.44086732,-1.35851024,29.00102137,-12.63070436,-6.118568121,0.987688335,3.457861977,-1.021363313,-3.559087266,excited
Take My Breath Away,Jessica Simpson,2004,0,0.772518285,0.578790799,99.909,-6.224,4,0,7,0.537,1,0.608,44.63841693,19.07426038,30.35146006,7.811476038,25.69038339,-17.20908626,8.114621406,-10.83795367,-4.457616613,-1.706640575,0.665642173,3.18727476,calm
Take The Wheel,Pacha Massive,2009,NaN,0.590818773,0.420945486,102.009,-8.328,4,0.43,11,0.518,0,0.577,44.49961504,-21.88998195,11.16598797,1.65527218,-1.815628571,-1.615496241,-0.417443609,-1.973427068,2.4634,-12.46373985,-3.295479699,0.498890226,calm
Talking About It Blues,Otis Taylor,2009,0.497439048,0.590792957,0.394884438,148.022,-11.002,4,0,9,0.051,1,0.284,42.93320807,-77.00780717,-15.40997309,-5.524456502,5.20169148,-23.07956323,10.90037758,-0.571770404,14.33616682,3.103183857,3.062984753,11.37415516,calm
Taste It,Busta Rhymes,2002,NaN,0.809828092,0.539644312,146.971,-7.958,5,0.7,10,0.268,0,0.374,43.23262282,80.18276394,12.4055122,6.178591463,-2.772783101,13.77937021,-27.42254007,0.876283972,-7.765148084,5.530780488,-7.359842334,1.152702091,excited
Taste Of Dis (Explicit Version),Brooke Valentine,2005,0.215080319,0.705745818,0.359064296,111.936,-6.825,4,0.955,1,0.826,1,0.53,43.92130654,38.43853092,8.114960247,20.17140371,2.516018551,4.667154594,3.275597173,11.33520671,6.665821555,10.77670848,-2.071967314,4.827212898,excited
Tastes So Good To Me,Cross Country,2009,0,0.375195664,0.355707867,185.623,-8.165,4,0,3,0.58,1,0.439,46.16060684,37.57265242,7.648840456,-8.73411396,-12.82280912,-3.633162393,-14.99188889,-0.411994302,13.09476068,2.638123932,1.156047009,13.08156553,happy
Teasin' Brown,North Mississippi Allstars,2005,0.372530039,0.746213857,0.476955046,114.116,-5.827,4,0.761,9,0.171,1,0.419,48.23594394,-3.661517601,8.27134811,0.542949153,-22.65509778,-3.373449804,-9.364354628,-1.866556714,5.127148631,-1.431584094,3.314654498,9.608998696,happy
Tell Me,Toni Braxton,2002,0.662651979,0.737972528,0.555968804,84.797,-6.297,4,0,1,0.337,1,0.429,39.85908211,72.35515684,-54.18081789,16.06087579,8.908601053,6.284494737,-15.23585474,2.851091579,-3.694363158,9.926855789,4.798735789,1.251924211,calm
That Old Gang Of Mine,Dean Martin,2002,NaN,0.708436678,0.623970266,120.458,-14.103,4,0,2,0.144,1,0.29,38.74564718,-24.78507056,25.78460081,3.7139375,-17.38593145,-5.12028629,-8.839643145,-6.03540121,1.478582661,-3.970028226,1.457834677,0.435145161,calm
The Burden (Album Version),Dropkick Murphys,2005,0.651569826,0.79309437,0.568491815,140.618,-1.983,4,0,7,0.485,1,0.588,53.2193642,43.67015432,32.85063272,6.806342593,-3.471493827,-19.93915586,1.655802469,-2.184594136,10.19866975,7.267574074,0.410657407,0.182941358,excited
The Carpal Tunnel Of Love,Fall Out Boy,2007,0.720431538,0.93796475,0.566622888,140.878,-3.237,4,0.93,2,0.045,0,0.27,53.15776766,41.01080297,29.70048141,-8.123905204,-10.75582342,-20.34222305,-7.836535316,0.171981413,11.45527881,5.556663569,-1.142946097,-0.538141264,excited
The Darker Side,Lizzy Borden,2007,0.375984302,0.609819761,0.419967936,115.115,-4.431,4,0.432,5,0.102,1,0.522,50.80659583,16.2058266,32.73087875,-6.862809648,-5.613453716,-25.54401695,3.607071708,-6.118362451,10.7669648,-1.096118644,-1.822148631,-6.106522816,excited
The Day After (featuring Syleena Johnson) (Explicit Chopped & Screwed Version),Twista,2005,NaN,0.889613555,0.593808365,90.158,-8.273,4,0.685,7,0.003,1,0.384,45.26094517,12.9165447,17.71252086,-4.803684148,6.191963051,-5.081225268,-0.231736591,3.566756853,8.501543504,12.52193683,-6.795308701,7.971607867,excited
The Earth Will Shake,Thrice,2005,0.838286675,0.873238653,0.519965479,126.947,-9.458,7,0.957,9,0.585,0,0.541,42.38234565,49.17560906,48.57343504,3.525897497,-24.16254589,-19.55137068,13.77712992,5.226697259,4.103355185,0.857425507,-2.427302741,-3.83098093,angry
The Flame,Chimaira,2007,0.629071836,0.837450128,0.476760867,150.11,-4.238,4,0.852,7,0.631,1,0.509,51.1717439,49.01783038,17.57219623,-10.92788248,-24.76856763,-21.53146452,1.202426829,-5.617482262,15.00303326,10.42709756,-1.682501109,2.690689579,angry
The Kingdom - Titles,Danny Elfman,2007,NaN,0.766826205,0.549445961,85.807,-14.107,5,1,3,0.324,0,0.473,38.53793399,-81.58519001,9.762495094,-5.335137377,-23.91482962,-13.17628546,7.261692239,-2.025096343,1.408421945,0.532022302,-0.443427297,-4.82391347,excited
The Letter That Johnny Walker Read,Asleep At The Wheel,2002,0.580704293,0.604258728,0.461023016,122.166,-9.02,4,0.738,11,0.046,1,0.407,42.80951712,-15.84180874,-8.890239669,-3.125387249,-10.61004841,0.092623377,-0.767585596,-14.37611924,-3.664011806,-3.100672963,-3.999624557,-8.874341204,calm
The Long Goodbye,Miranda Lee Richards,2001,0.304169503,0.55669334,0.401209642,116.123,-8.141,4,0.968,0,0.609,1,0.659,45.59418014,-33.3572695,25.28664823,-6.447750355,12.49020709,-22.74219007,-6.651968794,-11.16661702,3.846157447,-2.879185816,3.571496454,-1.836950355,sad
The Luck You Got,The High Strung,2005,0,0.59994467,0.396800219,139.72,-3.765,4,0.995,7,0.72,1,0.66,52.35571673,41.75372053,31.03531559,-4.772112167,-7.624406844,-22.32630038,-1.813750951,2.827627376,2.653058935,2.57210076,0.056479087,-2.912490494,happy
